Username,Location,Date,Reviews,Rating,Review Titles
Avril A,US,2021-11-09T23:24:37.000Z,Amazing service and a good policy. I’m giving four stars instead of five because some inclusions that were available earlier are now being charged extra like the adventure sports. Otherwise I’m very happy with my experience.,5,Straightforward and easy to do
Mercedes Vidal,AU,2021-11-09T21:21:51.000Z,"Highly recommend this company,  we unfortunately needed to make a medical claim during our travels,  the team at Heymondo were brilliant,  the support made the entire process much less stressful",5,Great experience with the purchase!
Jonathon Urban,US,2021-11-09T11:49:29.000Z,Very fast response when I had misspelt my email address. Very helpful customer service team. I am impressed.,5,I like this company
Marian Marcel Nelu,PF,2021-11-22T19:12:30.000Z,"I have been very satisfied with the service from Heymondo.  I have not had any medical or otherwise issues involving having need of the insurance (so far) but I have needed to extend the insurance due to travel restrictions and I got quick and efficient help on that issue so, no complains.",2,I tried to get in touch with someone in…
LMC,ES,2021-11-08T17:29:20.000Z,Very easy to sign up and very competitive rates.,5,Fast and easy
jvdo,NL,2021-11-08T17:08:10.000Z,I had a situation that was not covered by the insurance and heymondo helped me and they gave me back my money.Respect.,5,great website
David Magee,CA,2021-11-08T17:03:51.000Z,I had difficulty signing in on-line so I sent an email and the next day I received a reply and  was able to purchase the insurance right away.Thank you,5,Always  prompt email
Dean Evans,CA,2021-11-08T13:06:19.000Z,"Quick process, fair price. Easy to see options.",5,Right policy at right price and quick.
Milan Radulovic,ME,2021-11-08T12:40:17.000Z,I got a quick and clear reply to my questions.,5,Really effective with great coverage
Anna Schoonhoven,ES,2021-11-08T12:24:23.000Z,Easy sign up cost effective good coverage,3,I was very frustrated that it was…
Ryunosuke Yokoi,JP,2021-11-08T11:38:58.000Z,Easy and swift. Loved it,5,good
Mary-Lynn,CA,2021-11-07T02:21:47.000Z,Easy to purchase and instant receipt of policy and info. Downloaded the app - done in 5 mins.,5,Travel Insurance Booked
Leslie,GB,2021-11-06T14:58:11.000Z,Purchase was simple and appears to cover all needs for trip. Hopefully won’t need but policy provides a level of comfort.,5,Heymondo insurance was easy to take out…
Benjamin Terrill,US,2021-11-06T02:02:09.000Z,"Awesome service! I purchased insurance for a trip to Egypt, and unfortunately my trip was cancelled due to a late arriving PCR test. Heymondo gladly refunded my money. Excellent customer service! I will definitely use this company again the next time I travel. They’re great!",1,Claims process is a nightmare...
Ken Rosenbaum,US,2021-11-04T12:55:47.000Z,"After completing the purchase and getting the T&C's I am concerned that any Covid related medical issues may not be covered despite seeing that they would be on the website before purchase. There are exclusions that state pandemic, and travel warning restrictions for certain countries. Given Australia has advised against any travel overseas, I am reading this to state we would not have coverage in the US, Canada and the UK. I would like immediate clarification and affirmation that we will be covered, and in writing. They have now gotten back to me and assure me they provide COVID coverage.",5,Shout out to @NeverEndingVoyage for the…
Nancy M,CA,2021-11-03T21:43:50.000Z,"Best coverage options we found..incl COVID-19.  The premium option was just perfect for what we needed, even though a little more expensive than a couple of others.     I think the additional benefits of ease of communication by using the APP and also Doctor available on phone should make it easy....the proof is when / if we do it though !!!!Once we selected the policy we wanted, completing the other information was straight forward.   One thing I was dissapointed in, was in the payment phase, where you were not advised if you were linked or linking to a secure payment portal.....so it was a bit of blind faith.",5,It was easy and clear and gave all the…
Stephen Smith,AU,2021-11-03T04:09:36.000Z,"Very easy to acquire insurance through this company.  This is the second trip we make with HEYMONDO.  Never had to use it, but it´s good to know that we are backed by this top rated insurance.",5,You were the only travel insurance…
Shane,US,2021-11-03T02:35:53.000Z,Very quick response by the team. My initial trip was cancelled and I asked if I can delay the start date of my policy to my next travel date in 2 months and it was done within hours without hassle!,2,Still didn't receive the email of our…
Barry Rogge,US,2021-11-03T01:52:23.000Z,everything went smoothly. was confused a bit on the price since one place was lower by 12.00,5,Buying was easy.
Michael Neumann,US,2021-11-02T03:14:13.000Z,"Perfect customer service, easy to book, and great to use for all kinds of trips. Definitely not the last time I will be using their service.",5,Entire process of providing details and…
T Stone,AE,2021-10-31T13:16:54.000Z,Just purchased insurance. Process was quick easy and simple.,3,The insurance product gets good…
Ziggy Gregory,IN,2021-10-31T04:01:23.000Z,Heymondo site is very easy to use and there rates are amazing hopefully the coverage that I chose is good enough for my trip first time using travel insurance this company was highly recommended by my co worker.,5,COVID19 Insurance
Jim W,US,2021-10-30T18:18:19.000Z,Clear and easy to understand website! Thank you.HB,5,That was easy
Phary Chin,KH,2021-10-30T10:24:42.000Z,"Purchasing the insurance plan was quick and simple. All my prior questions about the plan was also quickly addressed using their online chat. However since I’ve just purchased this plan, do keep note that this is purely a rating on my purchase experience so far and I have not yet started or needed any claims to be made yet. So for a true picture and review on that, probably best to scroll through ppls experience particularly on that.",5,Easy to book and pay
Daniele Doyle,US,2021-10-29T21:34:01.000Z,Very good service,5,Simple Purchase Process
Deepa,US,2021-10-29T17:18:36.000Z,Everything is super!,5,Excellent customer service
Claudia Imboden,US,2021-10-29T15:48:10.000Z,"Explaining coverage of policy, how it all works, the app, the ease of purchasing, went very well.If I have a claim—- see how that will go.",5,This whole process was so easy
Val Toerien,GB,2021-10-29T12:24:36.000Z,"The website was easy to navigate and explore. When I needed specific questions answered, the site gave me options to search or ask an online person. The online person answered all of my specific questions. Once we had determined that this was the correct travel insurance for us, the purchasing aspect of the site was flawless. Thank you.",5,Very quick
Darlene Debbie Driediger,CA,2021-10-28T22:30:51.000Z,Very simple procedure to set up a travel insurance.Fast and easy.,5,Easy website to navigate.
Ron Fortier,CA,2021-10-28T17:00:27.000Z,"Very prompt, clar, safe  and to the point answers",5,Very easy to get coverage with options…
Thomas John Charron,CA,2021-10-27T19:22:04.000Z,So easy to deal with this company-very refreshing and appreciated,5,Great service
Duane Unterschultz,CA,2021-10-27T17:09:36.000Z,Had a passport change and needed the policy to be revised.The Mondo team had it done within one day.Perfect service!Thank you!,5,Good Service
Valarmathy Manikam,MY,2021-10-27T10:45:14.000Z,"There was a bad registration of my data, so I asked to make the modification. Heymondo took care of me immediately and gave it a solution in just a few minutes by sending me my new insurance policy.",5,Excellent
DIRAJ DEV GOONEADRY,FR,2021-10-27T05:09:17.000Z,So far so good.  very helpful.  recommended,5,I am very happy with Heymondo
Jeanette Nicholson,GB,2021-10-26T14:10:20.000Z,Never had to use your services but purchasing policy was painless .,5,Great service and instant peace of…
Inge ,NO,2021-10-26T12:47:40.000Z,Quick and easy to buy policy at affordable price with good coverage.,5,Good website
Richard,US,2021-10-25T17:42:03.000Z,"Very easy to get insured, almost too good to be true. Not giving a perfect score because I have not used the service.",3,I don't like sites which require me to…
Hadush Birhane,IL,2021-10-25T06:01:35.000Z,"Very fast response and service, in my opinion offers the best benefits to the international traveler for the complete COVID-19 protection. This is very important these days as if you are flying back to the United States from overseas, it is a government requirement that you test negative for COVID-19 prior to boarding the flight. In the event you happen to test positive, then Heymondo will cover the extended quarantine stay.",5,Excellent travel insurance policy i…
Edwin from Reno,US,2021-10-23T18:42:57.000Z,I needed Covid Insurance for Certificate of Entry for Thailand.I purchased Heymondo because when you purchase they have all kinds of notifications Covid is included.However after you purchase Covid is never mentioned in your policy.My COE was denied for Thailand by the Consulate that took me 3 weeks to get appointment because of this.Do not use this company if you are entering Thailand or any Country requiring Covid Insurance(They all do at this time),4,It appears good coverage except excludes cruises
Michael Sidwell,GB,2021-10-22T16:57:28.000Z,Very efficient and  quick to reply with a quote,5,Hey mondo Competitive and easy to…
Boris Makowecki,CA,2021-10-22T16:01:06.000Z,"very good, it was easy and helpful.",3,Hi….looking forward to my package…
JENNY,GB,2021-10-21T06:46:27.000Z,"I made a mistake with my email address and Giuseppe in customer care amended my details swiftly and courteously. However, my amended documents didn’t arrive so I let him know and within minutes they were in my inbox. This is the second time I have used Heymondo. I did a single trip insurance last year but have done an annual insurance this year. Their customer care has been really good so far. I have not had to make a claim as yet (and hope not to have to do so) so cannot comment how well they would deal with it but I do recommend Heymondo on my dealings with them so far.",5,Very user friendly to fill in and quick…
Andrew,AU,2021-10-21T01:55:40.000Z,Easy to get. Hopefully not nesessary to use.,5,Travel insurance in a COVID world
Avery,CA,2021-10-21T16:37:16.000Z,I was super excited when I ordered this product! It didn’t take that long to get to my mailbox and it didn't come damaged or anything!! The application process ...”,4,No COVID quarantine coverage?
David,CA,2021-10-20T17:35:14.000Z,So good!! Easy to use.,5,Easy peasy
David  Badilla,US,2021-10-20T17:34:44.000Z,Giuseppe Del Buono is brilliant! Nothing is too small or complicated for him to sort out. A great credit to a great insurance firm.,5,Easy travel insurance!!
Julian Mander,GB,2021-10-20T12:26:05.000Z,They are really helpful and took care of all medical expenses and talked to the doctors when I was injured in Greece! Was such a good experience. I highly recommend them!,5,For me so far
Angela Hanley,US,2021-10-19T17:29:48.000Z,Good response on questions on e/mail not so well response on phone calls.Particular if you use a foreign phone in spain,5,Easy and quick process.
Francis John Chua,PH,2021-10-19T07:40:06.000Z,The staff was great in resolving a issue with printing my documents  good ins to have  I highly recommend this company,1,NOT WORTH IT. DO NOT GET.
KIN CHUNG WONG,CA,2021-10-19T03:10:39.000Z,"Very good website, easy and fast",5,Very easy
Christiaan,TH,2021-10-18T10:04:53.000Z,Very easy to book insurance. Very competitive price. Very few if any accept clients up to 69 years of age.,3,You dropped the ball with a small claim
Customer,US,2021-10-18T00:21:42.000Z,So Easy - great coverage.,5,Web site was easy to navigate and easy…
Shen Pang,US,2021-10-17T17:46:20.000Z,"Hello,thank you  for your great work.Correction of my data  have been done quickly and rightly. Thank you.",4,I gave four star since when I try to…
Allen Sheaffer,US,2021-10-17T12:38:44.000Z,"The app is very easy to use with very clear paperwork and coverage. I had to make some policy date changes for a trip that was moved up a few days and customer service was amazing.So far, so good. The insurance is a great peace of mind and the Covid coverage is necessary for many countries and organizations.",4,Very responsive customer service
Patricia,CA,2021-10-16T20:29:41.000Z,"just booked ii until now, no experience in use it.",5,Very easy to use this site
Jeroen Reypens,BE,2021-10-15T14:04:02.000Z,"Great Customer Service and Great App!  During office hours Giuseppe responds very promptly on the app, and is willing to give a telephone call to explain things.  The other feature that I like is that it states very clearly on the policy certificate that the policy covers covid-19 infection, which is really great for travelling to Thailand where immigration wants to see clearly that the traveller is covered for this.  On the app it has a 24 hour Heymondo Medical Chat feature and 24 hour Travel Assistant, both of which I haven't used, but, judging from the prompt replies received on the customer service feature, should be good. Heymondo also offers flexibility with the start date of the policy if travel plans should change.  Thoroughly recommend Heymondo and will definitely use again!!",5,Incredibly easy to use.
Karen,GB,2021-10-15T11:16:52.000Z,Really great to get set up. So straight forward. Hopefully won’t need to claim anything :),5,This holiday insurance was so simple to…
Jackjhon,US,2021-10-14T11:42:19.000Z,Really great easy way to feel safe and secure while on my trip.,5,It is greate
Stuart Cranston,DO,2021-10-14T03:03:48.000Z,Tried to renew existing policy through the App. Did not work. Exchanged a number of emails with customer services but to no avail. Ended up taking out a new policy which probably cost more than renewing the existing policy. I felt like going elsewhere to get cover after the messing about trying to renew and if I had had more time and patience I would have. In the end I took out a fresh policy with Heymondo because it was the least worst and quickest option.,5,Easy process and defined coverage which…
David Richard,US,2021-10-13T13:19:24.000Z,"Very happy with this serivce, to travel confidently and safely, at a great price.",3,Buying was Easy
Alastair,GB,2021-10-13T09:19:53.000Z,"I booke my insurance very easy, but I cant say how you did in case I need to use my insurance",5,Quick and Easy Set Up!
customer,US,2021-10-13T01:59:22.000Z,very nice and complete.. including protection for Covid,5,I emailed them regarding the wrong…
TESSA MCCLAVE,CA,2021-10-12T20:53:59.000Z,Very simple - brilliant,5,FAST AND EFFICIENT SERVICE
Kris,FR,2021-10-12T11:09:27.000Z,"Easy to buy, didn’t have any claims",5,Fluent and easy subscription to the…
Scott Slocum,US,2021-10-11T20:45:34.000Z,"As a digital nomad, the long-stay policy is the absolute best in the business.Service, price, coverage and ease of communication is unmatched.",5,Easy to do
Guest,MY,2021-10-10T11:46:09.000Z,"Updating this as everything was sorted and the claim is complete. I can tell you that the Heymondo application was easy to fill and the policy easy to purchase.Some notes if you need to file a claim. 1. Keep your boarding pass and any and all flight documentation. Hard copies that is. 2. Medical visit. Make sure you get the full medical records and diagnosis from your visit whether hospital or doctor. 3. If you paid the claim for your group, paid for the hospital/medical  bill, you will need to get the person being treated to release the claim to you.The Heymondo rep mid claim came in to assist which helped.  ...AXA was the carrier for this particular claim by the way.The original review is still below for perusal.The process is horrible and tedious. I purchased a policy, actually three, for our group of around 50 plus people. One person got sick. Placed a claim and 3 months later, still being asked for paperwork. I do not recommend this company for groups. If you are a family, go ahead.. anything other than that... not worth it. GO to Allianz.. they are easier and more compliant.",5,Easy process
Ellen,AU,2021-10-09T17:30:24.000Z,Excellent customer service!Quick to respond.,5,"Great website, good policy"
Doug Wood,GB,2021-10-08T18:04:07.000Z,Trustworthy and easy and fast to communicate with! I totally recommend!,5,Seems brilliant
John Huston,CA,2021-10-08T11:59:50.000Z,"Very prompt, clear and helpful response to my web enquiry",4,Missing COVID-19 Certificate for 2nd traveller.
Elisabeth,NO,2021-10-07T17:28:06.000Z,Great product and outstanding customer service.,5,Great and easy to book
customer,CA,2021-10-07T16:45:59.000Z,"Fast, easy and covering covid when travelling.",5,Easy to navigate the website and timely…
Gabriel Tanausu Arteaga Regala,ES,2021-10-07T15:16:45.000Z,Haven't used policy so can't comment on that.  But email support has been great...quite rare with most IT support requests IMO,5,Thank you
Tina Ackerman,CA,2021-10-06T20:05:01.000Z,"Easy to buy, i hope they are easy if i ever need there help",5,Cheapest anywhere and no fuss…
Frank Ahlstrand,DK,2021-10-05T13:12:41.000Z,Easy to apply. Hopefully the delievrable of the service will be up to par of what's described. Thank You.,5,So good
Mark Brandt,US,2021-10-04T19:22:58.000Z,Easy to buy and detail summary of policy.,5,Great job adjusting and including the…
Kitty Kennard,GB,2021-10-04T18:33:14.000Z,"All went well except the fact that my son who purchased my policy was quoted USD$50 higher from the link that I sent him with my quote. I couldn't pay with my credit card from Cuba for some reason.Update, Heymondo is giving a refund. Vanessa was awesome to deal with through the whole process. Always quick responses. Thank you again.",3,"Pleased at the start, not so much now"
Ray Quinn,US,2021-10-03T23:32:08.000Z,Why 3 starts and not 5? Because I never needed their help throughout my travel so I can only judge the online proces for getting the insurance and this was definitely ok!,5,Heymondo is great
Beth,AU,2021-10-03T17:37:46.000Z,Very fast. Very responsive.,5,Really happy with the customer service
Tanya L Hankins,AU,2021-10-03T06:35:20.000Z,Touch & go! Very simple solution. Enter traveler information and pay in the ammount. The insurance documents are emailed after a moment,5,Easy to use.
Ender Silvestre Morales Garcia,US,2021-09-30T13:10:11.000Z,Very good service. Quick and clear. Thank you Jo,5,"Quick, easy, and intuitive"
TING TING YANG,AU,2021-09-29T01:45:53.000Z,"Easy to understand terms and exclusions, clearly states coverage (including COVID-19), and offers a wide variety of coverage types. I've used them several times for single trips and am now using them for multi-trip annual coverage.",5,Prompt resposnes from the agent
Cristina,RO,2021-09-28T18:21:11.000Z,"No issues. Easy to purchase,",5,good insurance
Saleem,AE,2021-09-28T17:22:40.000Z,Excellent service and easy to use website,5,Very easy to understand the different…
Cindy Steiler,US,2021-09-28T12:14:47.000Z,really easy to use website and spells out all the conditions and COVID was included in all the plans which was important.,5,Last minute trip
Elisabeth Ashe-Dirmeitis,MX,2021-09-28T09:38:18.000Z,Fast process and immediate documentation to download.,5,Prompt reply to my issue which was…
Graham Askey,CI,2021-09-28T09:06:55.000Z,Heymondo is a very helpful insurance company👍 I just wonder for how many days can i stay out of my country at one trip? I one year incurance. Is it possble to buy for longer time?Sincerly Noor,4,Email questions were responded to well
Karen Myers,US,2021-09-28T21:03:28.000Z,The website is simple and easy and understandable.  It is easy to order insurance on the website.,3,Incorrect personal data and travel data on policy
Rene S,SE,2021-09-27T05:50:02.000Z,Super easy to obtain.  Hope we don't need it. 😁,5,Low cost and exellent insuranse…
JBT,US,2021-09-26T23:47:25.000Z,Easy. Hopefully I won’t need to experience how easy it is to use...!,5,Affordable Travel Insurance include Pandemic
Gordon Grossmann,CA,2021-09-26T00:01:32.000Z,"Web page very easy to read, follow, get quote and they answer questions promptly. Very happy with getting travel package - hope it's that good if we need to use it but of course hope we don't need it...",5,Great Experience
Imtiaz Hossain,VI,2021-09-24T09:11:12.000Z,Buying was easy. Trying to use the client ID and Policy # in the Hey Mondo App useless. It doesn’t recognize anything. I would give that a big fat zero.,5,Good experience with it
Dagun S,TR,2021-09-24T07:44:39.000Z,This app is perfectly designed for maximum user friendliness.,5,My insurence
Oliver Mason,CL,2021-09-23T19:58:45.000Z,"Giuseppe was very professional, efficient and helpful. He is an asset to Heymondo.",5,Quick and easy to use
ED G from BC Canada,US,2021-09-23T13:30:05.000Z,Simple simple simple!  Every insurance company should be this simple to sign up with!,5,This experienced insurance broker is impressed
Bradley Volovich,CA,2021-09-23T01:07:56.000Z,"I have used this insurance before and I am happy with the price and coverage. I haven’t had to make a claim and hope I do not, but know if I do, I will be well covered!!",5,Quick and easy
Katherine,CA,2021-09-23T12:58:01.000Z,Very easy to use and quick. So far so good. Good price.,3,There was an error in our date of…
Heather ,CA,2021-09-22T17:01:13.000Z,Very easy to understand and covers Covid 19 as well,5,Very easy process
customer,US,2021-09-22T16:22:02.000Z,"It is impossible to review before you know how it works. Why don’t you ask people after they have had  to ask for help, my journey hasn’t even started yet. It was easy to order and pay, so far so good.",5,Very quick and efficient process
Syed Alamdar HAIDER,CA,2021-09-21T20:24:19.000Z,"Excellent customer service- prompt, thorough and individualised advice. We haven’t travelled yet but I feel reassured for when we do. Would highly recommend especially now during the current situation with covid.",5,BEST TRAVEL INSURANCE
Eivind Sævdal,TH,2021-09-21T14:11:31.000Z,I made a mistake with my dates when I bought my last policy. I telephoned a couple of times but didn't get through. Soon afterward I got a call back and I explained what I'd done wrong. The policy was cancelled and I soon received  a full refund. All I had to do was buy a new policy with the correct dates. I'm  amazed at the helpfulness and no nonsense way Heymondo dealt with this. Many thanks.,5,Eweryting was wery eacy to do.
JOHN SABIDO EVARISTO EQUIZABAL,PH,2021-09-21T14:31:00.000Z,"This has been resolved urgently. I thank the customer service team for the quick turnaround and resolution. I have changed the rating since really my only concern was getting through the registration process.OLD POST:Getting the account setup takes forever. It's not immediately clear that you need to register the account first. After three attempts to get a validation link, it still hasn't come. It's almost like the registration process is a blackhole.",3,Covid 19 insurance
Vanni ,CA,2021-09-20T19:08:50.000Z,"Buying experience was all good, just Covid-19 coverage came by the email - it was not available to download, was a bit confusing. Do not have an experience with the accidents, hopefully will not have at all.",5,I found the purchasing process very…
Janice Helm,CA,2021-09-19T23:15:52.000Z,"Great product, easy to fix.",5,I have purchased insurance for my trip…to Mazatlan.
Paul Newcomb Carballo,US,2021-09-19T02:37:26.000Z,I cant use the app bc I cant get it in english. Please help,5,So far so good
Stein vidar Haugen,GR,2021-09-17T20:33:59.000Z,"Easy to buy and all the coverage are clearly listed over there.I am giving a 5 star .Thanks,NIna",4,"so far,so good"
Rajat Ahuja,AE,2021-09-17T19:32:35.000Z,All the way it has been a great discovery . I would have loved talking with somebody but the chat was close. I feel good about the insurance.Thank you,5,Amazing Insurance
Georg Thingbo,NO,2021-09-17T15:25:04.000Z,So happy to have been referred to HeyMondo by a true fellow traveller. I have since referred to 3 other travellers who have now purchased their policy through your organization. Fortunately I have not had to use the policy - and do feel confident in that your service will be as seamless & user friendly as when I purchased it.,5,"Easy to understand, good coverage"
Anita Solheim Steinset,NO,2021-09-16T16:01:35.000Z,Easy to useEasy to confirm a policy.Javent needed any other serviceHopefully i wont but will let you know if i do!,4,Rask og enkel måte å bestille reiseforsikring på
Deborah Wilson,US,2021-09-16T14:52:30.000Z,Quick and easy to create an online application. Good price too 👍,5,Very user friendly site
Paul B.,CA,2021-09-16T00:07:34.000Z,"Very quick, easy to set up!",1,DO NOT BUY!!!!
Allan Harold Haniford,CA,2021-09-15T21:32:45.000Z,Quick and easy. Just like me. Done. Love it.,4,So far so good
DALE CLINTON,US,2021-09-14T18:27:52.000Z,Top insurance. Very good service and customer care,3,you havent done anything yet accept…review
MPT,PH,2021-09-14T15:12:22.000Z,"Simply explained policy, good site-navigation that gets you quickly to the facts and no waffle, unusual when looking at insurance providers",5,Note that I'm rating the ease of…
Mr John D Huston,CA,2021-09-14T03:25:39.000Z,"So far, so goodLet see how good they are IF I need them",5,The whole process was very simple and…
Jung Ha,CA,2021-09-13T22:58:14.000Z,Seamless purchasing process. Clear options and information. Really glad to be able to get Covid cover included during these uncertain times.,5,too easy
Tina Rodriguez,US,2021-09-13T17:17:26.000Z,I am very happy with their services. Perfect!,5,Easy to book and affordable travel…
Rita Gava,US,2021-09-11T18:42:08.000Z,"Tried to buy travel insurance. The policy treated my infant twins as adults and charged us x3 when most insurance have cheaper rates for infants. We tried to contact the customer service via WhatsApp with a list of 8 questions. They responded that someone would call us. After 3 days, nothing. So we sent the same WhatsApp chat the same list of questions thinking our questions had been overlooked. The response was the same, someone would contact us. And then a separate very rude message was sent after ""we already answered your questions twice"". To which we replied ""How and where did you respond"" and they didn't even bother giving us a response after. So yup, if this is the customer service at the Sales Stage, I cannot imagine what it would be at the Claims Stage. Also a lot of fine print including the policy not being effective until after 72 hours, etc. I would caution you to read your policy very very carefully.Finally, I went to insubuy.com with a Trustpilot of 4.9. It was really awesome. Someone walked us thru the whole buying process on WhatsApp and answered all 25 questions we had very clearly and helped us fill in each section clearly. Atlas by Tokio Marine was the best and was well reviewed for their claims process. I wouldn't bother with heymondo. How disappointing.Response to their reply: We did not receive any emails. I cannot begin to even tell you how rude their customer service was. All the emails we got were discount codes.",5,Easy to get coverage and explained very…
Kevin Bowen,MX,2021-09-11T17:38:54.000Z,qiuq to get incurens but sad that no on answer mail i send,5,Very Easy
Belle Luca,CA,2021-09-11T11:19:11.000Z,Lack of flexibility to extend the annual trip when flight cancelled. No payment got cancelled flights. Only help was to buy another policy that worked out pretty expensive given the short duration.,4,The process was quick and easy
Sandra Prather,US,2021-09-09T19:51:57.000Z,My wife and I needed cover when we unexpectedly had to extend our stay in the UAE. I tried various brokers and when I found Heymondo they were able to cover all our needs for the required 90 day period.,5,It was very easy to sign up and gives…
Julio De toro romero,AE,2021-09-09T19:36:38.000Z,An easy experience... which is always appreciated in such a field.,5,They was so wonderful in all moment
Susan,US,2021-09-08T23:52:43.000Z,"I have just taken out insurance, it has not activated yet on the Mondo app as it only kicks in on the date of travel when it activates, which means you cannot get hold of anyone to chat with you. In my case, I made an error on my policy which needs correcting. The contact number of the Heymondo app is the medical number to call in the event of you needing assistance. It is not the administrative services offered by Heymondo. Since I called them, I got referred to an email address and a phone number, and have called several other numbers I obtained from Google, all unsuccessful!! call and no answer there including the the email address given by the medical department in Spain, my email is not going through. I am now forced to cancel this policy as I have already spend $$$$ phoning Spain just to try rectify my policy before I travel. Also I needed further info re my policy to finalize it. This is useless when one cannot contact anyone readily for support. I am not happy when communication is your number 1 policy to have.",4,I liked that we could get insurance a…
Derrel Brown,CA,2021-09-08T17:45:47.000Z,Getting up and running on HeyMondo was very smooth. Great coverage at a great price.,4,Heymondo travel insurance
Arnt Olav Dahl,NO,2021-09-07T12:09:40.000Z,Great clear and efficient insurance product. We needed travel insurance that covered Covid-19 travel and to a territory where the FCDO advised against all but essential travel. It was great to find this product and be able to get cover for our family. All questions were answered in a timely manner and the application and contact details are very clear. Certificates of cover are emailed as soon as product has been purchased. I have not had to use the insurance yet but happy with the service to date.,5,Easy to do all on PC
Simon Johannes De Wit,NL,2021-09-06T11:20:39.000Z,Quick and easy purchase at a reasonable rate.  Thank you.,5,the whole process was easy and…
Kim Prentice,AU,2021-09-06T12:28:45.000Z,Good experience. Very easy to navigate and get your needs met.,4,So far so good
NIELO DOMINGO,PH,2021-09-06T03:17:07.000Z,"Glad I found this, very easy to use and great pricing..",5,It's so easy to purchase travel…
Mark Raccuia,MY,2021-09-04T15:26:09.000Z,Very simple to renew. Excellent web platform.,5,People were very helpful despite not…
Jerry Ziegler,US,2021-09-04T14:41:09.000Z,"Just signed on today. So far, an excellent service and experience!As a medical doctor, I am well aware of the intricacies of the human body and experience, and also how expensive the systems can be in times of duress or trauma.Thank you for this valuable service at a reasonable rate.Dr Bob",5,The sign up process was quick and easy
Edwing Jean,US,2021-09-04T07:26:06.000Z,We found the price to be fantastic for the amount of coverage!,5,Very affordable
Susan Ellen Tripp,AU,2021-09-03T23:33:21.000Z,"Supplies CoVid cover, customer service replied to my query. Comes with an app.  Seems like an upstart insurance company challenging the staid incumbents.",5,Very easy!
Douglas Ramsey,US,2021-09-03T13:32:04.000Z,Quick and easy to buy this travel insurance!,5,Easy to get a quote and not have to…
Rakesh Shah,SA,2021-09-03T05:34:07.000Z,This is a very user-friendly website with excellent back-up available.Highly recommended.,4,I have some questions
Sandra crook,AU,2021-09-02T12:29:39.000Z,"I have been a returning customer to both Heymondo (and the underwriter AXA), as I appreciated the ease of use of the platform.Unfortunately, having filed for my first claim, I am shocked by the treatment and what is effectively false marketing on the website (intentionally opaque and not explaining what is covered or not). Please beware of the Covid19 coverage, it is useless. You will be better off not having any (unless required by countries you are travelling to).I took out the Heymondo policy to protect me during the sailing trip for two reasons: (1) activity cover and (2) Covid19 cover for non-refundable expenses. Before boarding the sailing boat, I have tested positive on Covid19, I had to cancel the trip and forced to quarantine in the hotel. I have been denied both reimbursement of the trip and extra expenses related to the quarantine stay on the pretext that my trip already started! That even though I would have been happy to only get reimbursed for the trip itself. I am shocked, after ruined time, never stepping on the boat, sitting between four walls in the hotel and 1 month of back and forth with Heymondo, I am down eur 80 which I paid for the Heymondo premium travel insurance!I strongly suggest you use different providers who are honest about their offering if even it comes at a bit of premium!REPLY TO BELOW:1) One thing is to have a nice interface, other is to actually be helpful with the claims. A reason I purchased the insurance was to cover a non-refundable trip (as per provided on the invoice). I am shocked that the insurance provider is passing on the responsibility to the trip operator!2) Heymondo does not offer any specific carve-out to their policy which would enable a trip start in a different country where you have to travel on personal expense. Indeed, most of the airlines, commercial hotels provide some rebooking flexibility (which means Heymondo passes on the responsibility). Also, most countries where you can travel are a low risk due to strict Covid 19 policy. Considering this, Heymondo is unlikely to need to settle any Covid19 related claim (except for medical hospitalisation - very unlikely unless you are in the high-risk group).3) I received a reply from the claim handling team (customer service never got back), bluntly denying any request to settle any claim besides medical expense. This means Heymondo seems to not even cover costs of self-isolation - meaning despite having an official document which disables any travel and mandates 10-day isolation - costs are coming out of my pocket on top of the cancelled trip and Heymondo insurance premium?! So if you hope to reduce any risk of Covid19, this policy is useless.",5,Sandys
Pacharapong,TH,2021-09-01T04:04:14.000Z,"Travelling against foreign office advice in an emergency is very hard to get insurance that will cover you.  I am from the UK and only found a couple of companies.  This was by far the easiest, answering emails quickly also it was £100 cheaper than others. I have downloaded the app as well.  Which i think is a great idea.",5,User friendly with easily information…
linda margaret,FR,2021-08-31T17:16:47.000Z,When everyone else was undecided Heymondo boom done in a minute. Perfect cover. Great service.,5,Excellent online purchase experience.
Gabriel ,CA,2021-08-30T14:51:26.000Z,Thank you for good help. Iwill use this several times.Easy to be guided throug,5,Excellent experience so far
Tracy,FR,2021-08-29T12:48:08.000Z,Easy to renew the insurance. Good thing about Heymondo in comparison with others are that they pay for your bills first and you pay them back. This gives me a feeling of security to not worry and get treated.,5,Parfait
Donna Sharpe,CA,2021-08-28T15:10:13.000Z,"The buying experience was easy but unfortunately, the app will not send me the code I requested because I forgot my password. I have tried many times, but it will not send the code I need to my email address. Can this be fixed?",5,Answered all my questions promptly and…
Orlando P,CA,2021-08-28T14:55:27.000Z,"Really pleased with purchase price, process and COVID-19 coverage!! Customer Service responded beautifully to question as well. Two suggestions for improvement: 1) clearer definition of ""trip booking confirmed"" date on the website would be helpful and 2) policyholder definition includes statement that one is a ""fiscal resident of Spain"" - I assume this is by virtue of paying the premium, but that could be better explained as it leaves me uneasy",5,On-line Insurance Application
